,event_type,strength_state
3163,missed-shot,5v5
3164,shot-on-goal,5v5
3173,missed-shot,5v5
3176,shot-on-goal,5v4
3177,missed-shot,5v4
3178,shot-on-goal,5v4
3179,shot-on-goal,5v4
3180,missed-shot,5v4
3187,shot-on-goal,5v5
3191,missed-shot,5v5
3192,shot-on-goal,5v5
3194,shot-on-goal,5v5
3196,shot-on-goal,5v5
3198,missed-shot,5v5
3202,shot-on-goal,5v5
3205,shot-on-goal,5v5
3207,shot-on-goal,5v5
3210,shot-on-goal,5v5
3217,missed-shot,5v5
3218,shot-on-goal,5v5
3220,shot-on-goal,5v5
3222,missed-shot,5v5
3225,shot-on-goal,5v5
3246,shot-on-goal,5v5
3249,shot-on-goal,5v5
3255,shot-on-goal,5v5
3260,shot-on-goal,5v5
3261,shot-on-goal,5v5
3262,shot-on-goal,5v5
3263,shot-on-goal,5v5
3267,shot-on-goal,5v5
3270,missed-shot,5v5
3273,goal,5v5
3276,shot-on-goal,5v5
3281,missed-shot,5v5
3291,missed-shot,Other
3293,missed-shot,Other
3296,goal,5v5
3298,shot-on-goal,5v5
3299,missed-shot,5v5
3304,missed-shot,5v5
3305,shot-on-goal,5v5
3306,shot-on-goal,5v5
3309,shot-on-goal,5v5
3310,shot-on-goal,5v5
3312,shot-on-goal,5v5
3318,shot-on-goal,5v4
3323,shot-on-goal,5v5
3324,shot-on-goal,5v5
3329,missed-shot,5v5
3332,shot-on-goal,5v4
3336,shot-on-goal,5v4
3339,missed-shot,5v4
3340,missed-shot,5v4
3341,shot-on-goal,5v4
3342,shot-on-goal,5v4
3343,shot-on-goal,5v4
3347,shot-on-goal,5v5
3352,shot-on-goal,5v5
3354,shot-on-goal,5v5
3359,missed-shot,Other
3360,shot-on-goal,Other
3363,shot-on-goal,Other
3366,shot-on-goal,Other
3368,shot-on-goal,5v4
3370,missed-shot,5v4
3372,missed-shot,5v5
3377,missed-shot,5v5
3378,goal,5v5
3380,shot-on-goal,5v5
3382,shot-on-goal,5v5
3384,shot-on-goal,5v5
3389,shot-on-goal,5v5
3391,shot-on-goal,5v5
3395,missed-shot,5v5
3398,shot-on-goal,5v5
3400,missed-shot,5v5
3402,shot-on-goal,5v5
3405,shot-on-goal,5v4
3409,shot-on-goal,5v4
3426,missed-shot,5v4
3428,shot-on-goal,5v5
3438,missed-shot,5v5
3439,shot-on-goal,5v5
3445,shot-on-goal,5v5
3446,shot-on-goal,5v5
3450,shot-on-goal,5v5
3451,shot-on-goal,5v5
3452,missed-shot,5v5
3455,missed-shot,5v5
3456,missed-shot,5v5
3457,shot-on-goal,5v5
3460,shot-on-goal,5v5
3463,missed-shot,5v5
3465,missed-shot,5v5
3468,shot-on-goal,5v5
3471,shot-on-goal,5v5
3472,missed-shot,5v5
3474,shot-on-goal,5v5
3482,shot-on-goal,5v4
3484,shot-on-goal,5v4
3486,shot-on-goal,5v5
3493,missed-shot,5v5
3496,shot-on-goal,5v5
3499,shot-on-goal,5v5
3506,missed-shot,5v5
3508,shot-on-goal,5v5
3515,shot-on-goal,5v5
3518,shot-on-goal,5v5
3522,goal,5v5
3534,missed-shot,5v4
3535,shot-on-goal,5v4
3536,shot-on-goal,5v5
3538,shot-on-goal,5v5
3539,missed-shot,5v5
3542,goal,5v5
3545,shot-on-goal,5v5
3552,shot-on-goal,5v5
3554,shot-on-goal,5v5
3556,missed-shot,5v5
3557,missed-shot,5v5
3571,shot-on-goal,5v5
3572,goal,5v5
3574,shot-on-goal,5v5
3578,shot-on-goal,5v5
3587,shot-on-goal,5v4
3588,shot-on-goal,5v4
3589,shot-on-goal,5v4
3590,goal,5v4
3598,shot-on-goal,5v5
3600,missed-shot,5v5
3604,missed-shot,5v5
3607,shot-on-goal,5v5
3611,goal,5v5
3615,goal,5v5
3618,missed-shot,5v5
3625,shot-on-goal,5v5
3632,shot-on-goal,5v5
3635,shot-on-goal,5v5
3637,shot-on-goal,5v5
3644,shot-on-goal,4v5
3645,shot-on-goal,4v5
3648,missed-shot,5v5
3652,missed-shot,5v5
3656,shot-on-goal,5v5
3661,shot-on-goal,5v5
3666,shot-on-goal,5v5
3677,shot-on-goal,5v4
3679,missed-shot,5v4
3682,shot-on-goal,Other
3683,shot-on-goal,Other
3685,missed-shot,Other
3686,missed-shot,5v4
3687,missed-shot,5v4
3688,missed-shot,5v5
3691,missed-shot,Other
3694,shot-on-goal,5v4
3701,shot-on-goal,5v5
3704,missed-shot,5v4
3707,goal,4v5
3709,missed-shot,4v5
3710,shot-on-goal,5v4
3724,shot-on-goal,5v5
3725,shot-on-goal,5v5
3727,missed-shot,5v5
3731,shot-on-goal,5v5
3736,shot-on-goal,5v5
3739,shot-on-goal,5v5
3750,shot-on-goal,5v5
3751,shot-on-goal,5v5
3752,missed-shot,5v5
3759,goal,5v5
3761,missed-shot,5v5
3764,missed-shot,5v5
3766,missed-shot,5v5
3767,missed-shot,5v5
3769,shot-on-goal,5v5
3771,missed-shot,5v5
3775,shot-on-goal,5v5
3777,shot-on-goal,5v5
3779,shot-on-goal,5v5
3781,missed-shot,5v5
3782,shot-on-goal,5v5
3784,shot-on-goal,5v5
3788,shot-on-goal,5v5
3789,missed-shot,5v5
3794,shot-on-goal,5v5
3798,shot-on-goal,5v5
3800,shot-on-goal,5v5
3801,goal,5v5
3803,shot-on-goal,5v5
3805,shot-on-goal,5v5
3806,shot-on-goal,5v5
3811,shot-on-goal,5v5
3814,shot-on-goal,5v5
3815,shot-on-goal,5v5
3817,shot-on-goal,5v5
3819,shot-on-goal,5v5
3820,shot-on-goal,5v5
3822,shot-on-goal,5v5
3823,missed-shot,5v5
3825,shot-on-goal,5v5
3831,shot-on-goal,5v5
3833,shot-on-goal,5v5
3834,shot-on-goal,5v5
3836,shot-on-goal,5v5
3837,shot-on-goal,5v5
3842,missed-shot,5v5
3844,missed-shot,5v5
3847,shot-on-goal,5v5
3854,missed-shot,5v4
3856,shot-on-goal,5v5
3858,goal,5v5
3860,shot-on-goal,5v5
3863,missed-shot,5v5
3864,shot-on-goal,5v5
3868,shot-on-goal,5v5
3869,shot-on-goal,5v5
3873,shot-on-goal,5v5
3875,shot-on-goal,5v5
3876,shot-on-goal,5v5
3879,shot-on-goal,5v5
3887,shot-on-goal,5v5
3888,missed-shot,5v5
3890,missed-shot,5v5
3891,shot-on-goal,5v5
3895,shot-on-goal,5v5
3897,shot-on-goal,5v5
3900,shot-on-goal,5v5
3907,shot-on-goal,5v4
3911,shot-on-goal,5v5
3913,missed-shot,5v5
3919,shot-on-goal,5v5
3921,shot-on-goal,5v5
3922,shot-on-goal,5v5
3927,missed-shot,5v4
3928,missed-shot,5v4
3929,missed-shot,5v4
3930,shot-on-goal,5v5
3931,missed-shot,5v5
3932,goal,5v5
3935,shot-on-goal,5v5
3937,shot-on-goal,5v5
3938,shot-on-goal,5v5
3941,missed-shot,5v4
3944,shot-on-goal,4v5
3946,shot-on-goal,5v5
3949,shot-on-goal,5v5
3950,missed-shot,5v5
3952,shot-on-goal,5v5
3953,shot-on-goal,5v5
3957,missed-shot,5v5
3965,shot-on-goal,5v5
3966,shot-on-goal,5v5
3967,shot-on-goal,5v5
3969,shot-on-goal,5v5
3970,missed-shot,5v5
3971,shot-on-goal,5v5
3978,shot-on-goal,Other
3980,missed-shot,5v5
3981,missed-shot,5v5
3995,shot-on-goal,5v5
3999,missed-shot,5v5
4005,missed-shot,5v4
4006,shot-on-goal,5v4
4007,shot-on-goal,5v4
4011,missed-shot,5v4
4016,goal,5v5
4023,missed-shot,5v5
4024,shot-on-goal,5v5
4028,shot-on-goal,5v5
4031,missed-shot,5v5
4036,goal,5v5
4039,shot-on-goal,5v5
4040,missed-shot,5v5
4041,missed-shot,5v5
4042,shot-on-goal,5v5
4044,shot-on-goal,5v5
4046,shot-on-goal,5v5
4049,shot-on-goal,5v5
4051,shot-on-goal,5v5
4052,missed-shot,5v5
4053,missed-shot,5v5
4054,goal,5v5
4056,shot-on-goal,5v5
4061,shot-on-goal,5v5
4063,missed-shot,5v5
4064,goal,5v5
4067,shot-on-goal,5v5
4070,shot-on-goal,5v5
4077,shot-on-goal,5v5
4078,shot-on-goal,5v5
4079,shot-on-goal,5v5
4086,shot-on-goal,5v5
4087,missed-shot,5v5
4088,missed-shot,5v5
4089,missed-shot,5v5
4096,missed-shot,5v5
4098,missed-shot,5v5
4099,missed-shot,5v5
4100,shot-on-goal,5v5
4102,shot-on-goal,5v5
4105,shot-on-goal,5v4
4106,shot-on-goal,5v4
4111,missed-shot,5v4
4113,missed-shot,5v5
4114,missed-shot,5v5
4115,shot-on-goal,5v5
4116,shot-on-goal,5v5
4118,shot-on-goal,5v5
4126,missed-shot,5v5
4128,missed-shot,5v5
4129,missed-shot,5v5
4133,shot-on-goal,5v5
4134,shot-on-goal,5v5
4136,missed-shot,5v5
4137,shot-on-goal,5v5
4140,missed-shot,5v5
4147,missed-shot,Other
4151,missed-shot,Other
4152,shot-on-goal,Other
4153,shot-on-goal,4v5
4154,missed-shot,5v5
4156,shot-on-goal,5v5
4158,missed-shot,5v5
4159,missed-shot,5v5
4165,shot-on-goal,5v4
4166,missed-shot,5v4
4170,shot-on-goal,5v5
4172,shot-on-goal,5v5
4174,shot-on-goal,5v5
4178,shot-on-goal,5v5
4179,shot-on-goal,5v5
4186,missed-shot,5v4
4189,missed-shot,5v4
4191,missed-shot,5v5
4192,shot-on-goal,5v5
4193,shot-on-goal,5v5
4195,shot-on-goal,5v5
4196,shot-on-goal,5v5
4199,missed-shot,5v5
4202,shot-on-goal,5v5
4206,shot-on-goal,5v5
4209,shot-on-goal,4v5
4212,missed-shot,5v4
4213,shot-on-goal,5v4
4216,missed-shot,5v5
4223,missed-shot,5v5
4225,missed-shot,5v5
4233,shot-on-goal,5v4
4238,shot-on-goal,Other
4241,goal,Other
4246,goal,5v5
4254,missed-shot,5v5
4260,goal,5v4
4264,shot-on-goal,5v5
4268,shot-on-goal,5v5
4276,shot-on-goal,5v5
4278,shot-on-goal,5v5
4279,shot-on-goal,5v5
4280,shot-on-goal,5v5
4283,shot-on-goal,5v5
4286,missed-shot,5v5
4291,shot-on-goal,5v5
4292,shot-on-goal,5v5
4297,missed-shot,5v5
4301,missed-shot,5v5
4303,shot-on-goal,5v5
4307,shot-on-goal,5v5
4310,shot-on-goal,5v5
4315,missed-shot,5v4
4316,missed-shot,5v4
4320,missed-shot,5v4
4322,shot-on-goal,5v5
4324,missed-shot,5v5
4326,missed-shot,5v5
4331,shot-on-goal,5v5
4335,missed-shot,5v5
4341,goal,5v4
4343,shot-on-goal,5v5
4346,goal,5v5
4354,shot-on-goal,5v5
4356,shot-on-goal,5v5
4358,missed-shot,5v5
4364,missed-shot,5v4
4370,missed-shot,5v5
4371,shot-on-goal,5v5
4372,shot-on-goal,5v5
4378,shot-on-goal,5v5
4381,missed-shot,5v5
4384,shot-on-goal,5v5
4385,missed-shot,5v5
4386,shot-on-goal,5v5
4396,shot-on-goal,5v5
4401,missed-shot,5v5
4403,missed-shot,5v5
4404,shot-on-goal,5v5
4408,shot-on-goal,5v5
4409,shot-on-goal,5v5
4411,missed-shot,5v5
4415,shot-on-goal,5v5
4418,shot-on-goal,5v5
4425,missed-shot,5v5
4428,shot-on-goal,5v5
4430,shot-on-goal,5v5
4433,shot-on-goal,5v5
4434,shot-on-goal,5v5
4437,missed-shot,5v5
4438,goal,5v5
4440,shot-on-goal,5v5
4448,shot-on-goal,5v5
4451,missed-shot,5v5
4455,shot-on-goal,5v5
4458,missed-shot,5v5
4459,goal,5v5
4461,shot-on-goal,5v5
4463,shot-on-goal,5v5
4469,shot-on-goal,5v5
4472,missed-shot,5v5
4479,missed-shot,5v5
4480,shot-on-goal,5v5
4488,shot-on-goal,5v5
4494,shot-on-goal,5v5
4498,missed-shot,5v5
4499,missed-shot,5v5
4506,shot-on-goal,5v5
4507,shot-on-goal,5v5
4512,shot-on-goal,5v4
4513,missed-shot,5v4
4514,shot-on-goal,5v4
4515,shot-on-goal,5v4
4518,shot-on-goal,5v4
4520,shot-on-goal,5v4
4521,missed-shot,5v5
4522,shot-on-goal,5v5
4525,shot-on-goal,5v5
4527,shot-on-goal,5v5
4528,shot-on-goal,5v5
4532,missed-shot,Other
4536,shot-on-goal,Other
4537,goal,5v4
4545,missed-shot,5v5
4547,shot-on-goal,5v5
4549,shot-on-goal,5v5
4556,shot-on-goal,5v4
4557,missed-shot,5v4
4568,shot-on-goal,5v5
4575,shot-on-goal,5v4
4577,goal,5v4
4579,shot-on-goal,5v5
4585,shot-on-goal,5v5
4586,missed-shot,5v5
4588,shot-on-goal,5v5
4589,missed-shot,5v5
4592,shot-on-goal,5v5
4594,shot-on-goal,5v5
4596,shot-on-goal,5v5
4599,shot-on-goal,5v5
4600,shot-on-goal,5v5
4603,shot-on-goal,5v5
4604,shot-on-goal,5v5
4612,missed-shot,5v5
4620,missed-shot,5v4
4621,shot-on-goal,5v4
4623,missed-shot,5v4
4624,missed-shot,5v4
4626,shot-on-goal,5v5
4630,missed-shot,5v5
4632,shot-on-goal,5v5
4634,missed-shot,5v5
4636,missed-shot,5v5
4638,shot-on-goal,5v5
4639,missed-shot,5v5
4640,missed-shot,5v5
4641,missed-shot,5v5
4643,missed-shot,5v5
4644,shot-on-goal,5v5
4649,shot-on-goal,5v5
4651,missed-shot,5v5
4656,missed-shot,4v5
4657,shot-on-goal,5v4
4658,shot-on-goal,5v4
4660,shot-on-goal,5v4
4661,missed-shot,5v4
4662,shot-on-goal,5v5
4665,shot-on-goal,5v5
4667,shot-on-goal,5v5
4670,shot-on-goal,5v5
4672,missed-shot,5v5
4673,shot-on-goal,5v5
4674,shot-on-goal,5v5
4676,shot-on-goal,Other
4678,shot-on-goal,Other
4683,shot-on-goal,5v4
4685,shot-on-goal,5v4
4689,shot-on-goal,5v4
4690,missed-shot,5v4
4691,shot-on-goal,5v4
4692,shot-on-goal,5v5
4694,shot-on-goal,5v5
4699,shot-on-goal,5v5
4701,missed-shot,5v5
4702,shot-on-goal,5v5
4706,shot-on-goal,5v5
4707,shot-on-goal,5v5
4711,shot-on-goal,5v5
4713,missed-shot,5v5
4715,shot-on-goal,5v5
4716,shot-on-goal,5v5
4718,shot-on-goal,5v5
4719,shot-on-goal,5v5
4720,goal,5v5
4725,shot-on-goal,5v5
4729,shot-on-goal,5v5
4733,shot-on-goal,5v5
4736,shot-on-goal,Other
4738,shot-on-goal,Other
4748,missed-shot,5v5
4753,shot-on-goal,5v5
4755,missed-shot,5v5
4758,shot-on-goal,5v5
4759,shot-on-goal,5v5
4761,shot-on-goal,5v5
4764,missed-shot,5v5
4768,missed-shot,5v5
4771,missed-shot,5v4
4773,missed-shot,5v4
4779,shot-on-goal,5v5
4782,shot-on-goal,5v5
4785,shot-on-goal,5v5
4787,missed-shot,5v5
4789,goal,5v5
4792,shot-on-goal,5v5
4798,shot-on-goal,5v5
4808,shot-on-goal,5v5
4810,missed-shot,5v5
4811,missed-shot,5v5
4812,missed-shot,5v5
4813,shot-on-goal,Other
4819,shot-on-goal,5v5
4821,shot-on-goal,5v5
4828,missed-shot,5v5
4830,missed-shot,5v5
4833,shot-on-goal,5v5
4837,shot-on-goal,5v5
4839,shot-on-goal,5v5
4846,goal,5v5
4851,goal,5v5
4865,shot-on-goal,5v5
4866,goal,5v5
4872,goal,5v5
4875,missed-shot,5v5
4877,missed-shot,5v5
4885,shot-on-goal,5v5
4891,shot-on-goal,5v5
4894,shot-on-goal,5v5
4896,shot-on-goal,5v5
4900,shot-on-goal,5v5
4901,shot-on-goal,5v5
4904,shot-on-goal,5v5
4905,missed-shot,5v5
4907,missed-shot,5v5
4908,shot-on-goal,Other
4909,missed-shot,Other
4922,shot-on-goal,5v5
4926,shot-on-goal,5v5
4929,shot-on-goal,5v5
4932,shot-on-goal,5v5
4934,shot-on-goal,5v5
4937,goal,5v4
4940,shot-on-goal,5v5
4942,shot-on-goal,5v5
4945,shot-on-goal,5v5
4952,shot-on-goal,5v5
4953,goal,5v5
4960,shot-on-goal,5v5
4962,shot-on-goal,5v5
4967,shot-on-goal,5v5
4969,missed-shot,5v5
4974,missed-shot,5v5
4981,missed-shot,5v5
4982,shot-on-goal,5v5
4986,missed-shot,5v5
4996,shot-on-goal,5v5
5000,missed-shot,5v5
5003,shot-on-goal,5v5
5004,shot-on-goal,5v5
5005,shot-on-goal,5v5
5006,shot-on-goal,5v5
5012,shot-on-goal,5v5
5013,shot-on-goal,5v5
5017,shot-on-goal,5v5
5019,shot-on-goal,5v5
5022,missed-shot,5v5
5023,shot-on-goal,5v5
5029,shot-on-goal,5v5
5032,shot-on-goal,Other
5035,missed-shot,Other
5037,shot-on-goal,Other
5048,shot-on-goal,5v5
5054,shot-on-goal,5v5
5057,missed-shot,5v5
5065,shot-on-goal,5v5
5066,shot-on-goal,5v5
5067,missed-shot,5v5
5069,goal,5v5
5073,missed-shot,5v5
5077,shot-on-goal,5v5
5078,missed-shot,5v5
5079,shot-on-goal,5v5
5080,shot-on-goal,5v5
5081,shot-on-goal,5v5
5084,shot-on-goal,5v5
5093,missed-shot,5v5
5096,shot-on-goal,5v5
5097,missed-shot,5v5
5098,shot-on-goal,5v5
5101,shot-on-goal,5v5
5103,missed-shot,5v5
5108,shot-on-goal,5v5
5110,shot-on-goal,5v5
5114,shot-on-goal,5v5
5115,shot-on-goal,5v5
5117,missed-shot,5v5
5119,shot-on-goal,5v5
5122,shot-on-goal,5v5
5123,missed-shot,5v5
5126,shot-on-goal,5v5
5130,shot-on-goal,5v5
5132,shot-on-goal,5v5
5133,missed-shot,5v5
5141,shot-on-goal,5v4
5142,shot-on-goal,5v4
5146,shot-on-goal,5v4
5150,shot-on-goal,5v4
5153,shot-on-goal,5v4
5155,shot-on-goal,5v4
5160,shot-on-goal,5v5
5166,shot-on-goal,5v5
5167,shot-on-goal,5v5
5168,missed-shot,5v5
5171,shot-on-goal,5v5
5172,shot-on-goal,5v5
5174,shot-on-goal,5v5
5176,shot-on-goal,5v5
5178,shot-on-goal,5v5
5179,shot-on-goal,5v5
5186,shot-on-goal,5v5
5190,missed-shot,5v5
5191,shot-on-goal,5v5
5196,missed-shot,5v4
5198,shot-on-goal,4v5
5200,shot-on-goal,5v4
5201,missed-shot,5v4
5202,missed-shot,5v5
5203,shot-on-goal,5v5
5204,missed-shot,5v5
5205,missed-shot,5v5
5212,missed-shot,5v4
5216,shot-on-goal,5v4
5218,missed-shot,5v4
5223,shot-on-goal,4v5
5226,missed-shot,Other
5228,shot-on-goal,5v4
5229,shot-on-goal,5v4
5230,shot-on-goal,5v4
5231,missed-shot,5v5
5239,shot-on-goal,5v4
5241,shot-on-goal,5v4
5245,shot-on-goal,5v5
5246,shot-on-goal,5v5
5250,shot-on-goal,5v5
5251,shot-on-goal,5v5
5257,missed-shot,5v4
5258,shot-on-goal,4v5
5259,goal,4v5
5261,shot-on-goal,5v4
5262,shot-on-goal,5v4
5266,missed-shot,5v4
5268,shot-on-goal,5v4
5273,missed-shot,5v5
5274,shot-on-goal,5v5
5276,shot-on-goal,5v5
5282,shot-on-goal,5v5
5289,shot-on-goal,5v5
5293,shot-on-goal,5v5
5296,shot-on-goal,5v5
5300,shot-on-goal,Other
5301,shot-on-goal,Other
5304,shot-on-goal,Other
5305,shot-on-goal,Other
5307,shot-on-goal,Other
5309,shot-on-goal,Other
5312,shot-on-goal,Other
5324,shot-on-goal,5v5
5325,shot-on-goal,5v5
5331,missed-shot,5v5
5337,goal,5v5
5344,missed-shot,5v5
5348,shot-on-goal,5v5
5353,missed-shot,5v5
5356,missed-shot,5v4
5357,shot-on-goal,5v4
5359,shot-on-goal,5v4
5361,shot-on-goal,5v4
5362,shot-on-goal,5v5
5364,shot-on-goal,5v5
5368,missed-shot,5v5
5371,shot-on-goal,5v5
5374,goal,5v5
5378,missed-shot,5v5
5380,shot-on-goal,5v5
5385,missed-shot,5v5
5387,shot-on-goal,5v5
5388,shot-on-goal,5v5
5392,goal,5v5
5396,shot-on-goal,5v5
5399,shot-on-goal,5v5
5400,shot-on-goal,5v5
5412,goal,5v5
5417,shot-on-goal,5v4
5420,shot-on-goal,5v5
5425,shot-on-goal,5v5
5428,shot-on-goal,5v5
5429,shot-on-goal,5v5
5432,shot-on-goal,5v5
5435,shot-on-goal,5v5
5437,shot-on-goal,5v5
5439,missed-shot,5v5
5441,shot-on-goal,5v5
5443,missed-shot,5v5
5444,shot-on-goal,5v5
5448,shot-on-goal,5v5
5451,missed-shot,5v5
5452,goal,5v5
5456,shot-on-goal,5v5
5461,shot-on-goal,5v5
5463,missed-shot,5v5
5465,goal,5v5
5469,shot-on-goal,5v5
5473,shot-on-goal,5v4
5474,shot-on-goal,5v4
5475,goal,5v4
5478,shot-on-goal,5v5
5482,shot-on-goal,5v5
5488,shot-on-goal,5v5
5494,shot-on-goal,4v5
5496,shot-on-goal,5v4
5500,shot-on-goal,4v5
5504,shot-on-goal,5v4
5506,shot-on-goal,5v4
5512,shot-on-goal,5v5
5513,shot-on-goal,5v5
5519,missed-shot,Other
5520,shot-on-goal,Other
5522,missed-shot,5v5
5523,shot-on-goal,5v5
5533,shot-on-goal,5v5
5536,missed-shot,5v5
5546,missed-shot,Other
5549,shot-on-goal,5v5
5551,shot-on-goal,5v5
5558,missed-shot,5v4
5562,shot-on-goal,5v5
5567,shot-on-goal,5v5
5569,missed-shot,5v5
5570,missed-shot,5v5
5576,shot-on-goal,5v4
5578,shot-on-goal,5v5
5584,shot-on-goal,5v5
5591,goal,5v5
5594,shot-on-goal,5v5
5597,shot-on-goal,5v5
5604,goal,5v5
5607,shot-on-goal,5v5
5613,shot-on-goal,5v5
5615,shot-on-goal,5v5
5617,shot-on-goal,5v5
5618,shot-on-goal,5v5
5629,shot-on-goal,5v5
5636,shot-on-goal,5v5
5637,goal,5v5
5644,missed-shot,5v5
5646,shot-on-goal,5v5
5649,shot-on-goal,5v5
5653,missed-shot,5v5
5655,shot-on-goal,5v5
5658,missed-shot,Other
5661,shot-on-goal,5v4
5662,shot-on-goal,5v4
5664,shot-on-goal,5v4
5666,shot-on-goal,5v5
5667,shot-on-goal,5v5
5676,missed-shot,5v4
5677,goal,4v5
5681,missed-shot,5v4
5683,shot-on-goal,5v5
5685,missed-shot,5v5
5687,shot-on-goal,5v5
5688,goal,5v5
5690,shot-on-goal,5v5
5697,shot-on-goal,5v4
5700,missed-shot,5v4
5702,shot-on-goal,4v5
5704,shot-on-goal,5v5
5711,missed-shot,5v5
5715,missed-shot,5v5
5717,shot-on-goal,5v5
5721,missed-shot,5v5
5726,shot-on-goal,5v5
5727,shot-on-goal,5v5
5730,missed-shot,5v5
5732,missed-shot,5v5
5736,shot-on-goal,5v5
5738,shot-on-goal,5v5
5746,shot-on-goal,5v5
5749,shot-on-goal,5v5
5751,missed-shot,5v5
5756,goal,5v5
5764,shot-on-goal,5v5
5766,shot-on-goal,5v5
5769,shot-on-goal,5v5
5770,shot-on-goal,5v5
5772,shot-on-goal,5v5
5777,shot-on-goal,5v5
5779,shot-on-goal,5v5
5785,missed-shot,5v5
5789,missed-shot,5v5
5802,shot-on-goal,5v5
5803,shot-on-goal,5v5
5804,shot-on-goal,5v5
5814,shot-on-goal,5v5
5819,missed-shot,5v5
5822,missed-shot,5v5
5826,shot-on-goal,5v4
5827,shot-on-goal,4v5
5829,shot-on-goal,5v4
5831,shot-on-goal,5v4
5832,shot-on-goal,5v4
5836,missed-shot,5v5
5839,shot-on-goal,5v5
5840,missed-shot,5v5
5841,goal,5v5
5844,shot-on-goal,5v5
5846,shot-on-goal,5v5
5851,shot-on-goal,5v4
5853,shot-on-goal,5v4
5854,goal,5v4
5856,shot-on-goal,5v5
5859,shot-on-goal,5v5
5862,shot-on-goal,5v5
5864,shot-on-goal,5v5
5869,shot-on-goal,5v5
5876,shot-on-goal,5v5
5878,shot-on-goal,5v5
5884,missed-shot,5v5
5889,missed-shot,5v4
5890,shot-on-goal,5v4
5901,shot-on-goal,Other
5903,shot-on-goal,Other
5908,goal,5v5
5913,shot-on-goal,5v5
5914,shot-on-goal,5v5
5915,shot-on-goal,5v5
5917,shot-on-goal,5v5
5925,missed-shot,5v5
5931,shot-on-goal,5v4
5932,shot-on-goal,5v4
5935,shot-on-goal,5v4
5936,shot-on-goal,5v4
5937,shot-on-goal,5v4
5938,goal,5v4
5943,missed-shot,5v5
5951,shot-on-goal,4v5
5957,shot-on-goal,5v5
5958,shot-on-goal,5v5
5959,shot-on-goal,5v5
5960,missed-shot,5v5
5962,missed-shot,5v5
5965,missed-shot,5v5
5974,shot-on-goal,5v5
5976,missed-shot,5v5
5978,shot-on-goal,5v5
5980,shot-on-goal,5v5
5985,shot-on-goal,5v5
5987,shot-on-goal,5v5
5997,missed-shot,5v4
5998,shot-on-goal,5v4
6005,shot-on-goal,5v5
6008,missed-shot,5v5
6013,shot-on-goal,5v5
6014,shot-on-goal,5v5
6016,missed-shot,5v5
6020,shot-on-goal,5v5
6024,shot-on-goal,5v5
6026,shot-on-goal,5v5
6030,goal,5v4
6034,shot-on-goal,5v5
6035,shot-on-goal,5v5
6037,shot-on-goal,5v5
6039,shot-on-goal,5v5
6044,missed-shot,5v5
6051,shot-on-goal,5v5
6058,goal,5v5
6063,shot-on-goal,5v4
6065,shot-on-goal,5v4
6068,shot-on-goal,5v4
6072,shot-on-goal,5v5
6075,shot-on-goal,5v5
6076,missed-shot,5v5
6080,shot-on-goal,5v5
6082,shot-on-goal,5v5
6092,shot-on-goal,5v5
6098,shot-on-goal,5v5
6099,shot-on-goal,5v5
6103,shot-on-goal,5v5
6111,shot-on-goal,5v4
6115,shot-on-goal,Other
6120,missed-shot,Other
6121,shot-on-goal,5v4
6122,missed-shot,4v5
6127,shot-on-goal,5v4
6128,goal,5v4
6131,shot-on-goal,5v5
6132,shot-on-goal,5v5
6136,shot-on-goal,5v5
6138,shot-on-goal,5v5
6139,goal,5v5
6144,goal,5v5
6153,shot-on-goal,5v5
6155,goal,5v5
6157,missed-shot,5v5
6161,shot-on-goal,5v5
6164,shot-on-goal,5v5
6166,missed-shot,5v5
6168,shot-on-goal,5v5
6169,shot-on-goal,5v5
6174,shot-on-goal,5v4
6180,shot-on-goal,5v5
6181,shot-on-goal,5v5
6183,missed-shot,5v5
6185,missed-shot,5v5
6186,missed-shot,5v5
6187,missed-shot,5v5
6189,shot-on-goal,5v5
6190,goal,5v5
6192,missed-shot,5v5
6195,missed-shot,5v4
6196,missed-shot,5v4
6203,missed-shot,5v5
6208,missed-shot,5v5
6210,shot-on-goal,5v5
6213,shot-on-goal,5v5
6216,shot-on-goal,5v5
6217,shot-on-goal,5v5
6220,shot-on-goal,5v5
6221,shot-on-goal,5v5
6223,missed-shot,5v5
6224,shot-on-goal,5v5
6227,shot-on-goal,5v5
6229,shot-on-goal,5v5
6233,shot-on-goal,5v5
6236,missed-shot,5v5
6238,shot-on-goal,5v5
6239,shot-on-goal,5v5
6248,goal,5v4
6250,goal,5v5
6254,shot-on-goal,5v5
6255,shot-on-goal,5v5
6260,missed-shot,5v5
6261,missed-shot,5v5
6262,shot-on-goal,5v5
6266,shot-on-goal,5v5
6267,goal,5v5
6271,shot-on-goal,5v5
6272,missed-shot,5v5
6276,missed-shot,5v4
6283,missed-shot,5v4
6284,shot-on-goal,5v4
6285,shot-on-goal,5v4
6288,shot-on-goal,5v4
6290,shot-on-goal,5v4
6292,missed-shot,5v5
6299,shot-on-goal,5v5
6301,shot-on-goal,5v5
6303,shot-on-goal,5v5
6308,shot-on-goal,5v5
6314,shot-on-goal,Other
6316,missed-shot,Other
6318,goal,Other
6320,shot-on-goal,5v5
6321,missed-shot,5v5
6325,shot-on-goal,5v5
6328,missed-shot,5v5
6333,shot-on-goal,5v5
