,event_type,strength_state
350352,shot-on-goal,5v5
350357,shot-on-goal,5v5
350363,missed-shot,5v5
350367,shot-on-goal,5v5
350369,shot-on-goal,5v5
350371,shot-on-goal,5v5
350374,shot-on-goal,5v5
350377,shot-on-goal,5v5
350378,shot-on-goal,5v5
350382,shot-on-goal,5v5
350385,shot-on-goal,5v5
350388,missed-shot,5v5
350393,missed-shot,5v4
350394,shot-on-goal,5v4
350400,shot-on-goal,5v5
350404,goal,5v4
350410,shot-on-goal,5v5
350416,shot-on-goal,5v5
350431,missed-shot,5v5
350433,shot-on-goal,5v5
350439,missed-shot,5v5
350440,shot-on-goal,5v5
350444,shot-on-goal,5v5
350446,shot-on-goal,5v5
350448,shot-on-goal,5v5
350449,shot-on-goal,5v5
350453,shot-on-goal,5v5
350455,shot-on-goal,5v5
350458,missed-shot,5v5
350460,shot-on-goal,5v5
350462,shot-on-goal,5v5
350463,goal,5v5
350465,shot-on-goal,5v5
350468,missed-shot,5v5
350469,shot-on-goal,5v5
350472,shot-on-goal,5v5
350475,shot-on-goal,5v5
350480,shot-on-goal,5v5
350482,shot-on-goal,5v5
350492,shot-on-goal,5v5
350496,shot-on-goal,5v5
350498,shot-on-goal,5v5
350510,shot-on-goal,5v5
350519,missed-shot,5v4
350522,missed-shot,5v5
350523,shot-on-goal,5v5
350524,missed-shot,5v5
350525,missed-shot,5v5
350526,shot-on-goal,5v5
350527,shot-on-goal,5v5
350533,shot-on-goal,5v5
350534,missed-shot,5v5
350535,missed-shot,5v5
350537,shot-on-goal,5v5
350547,shot-on-goal,5v5
350549,missed-shot,5v5
350553,missed-shot,5v5
350562,shot-on-goal,5v5
350563,shot-on-goal,5v5
350571,shot-on-goal,5v5
350577,shot-on-goal,5v5
350585,missed-shot,5v5
350590,missed-shot,5v4
350592,shot-on-goal,4v5
350593,goal,4v5
350595,shot-on-goal,5v4
350597,shot-on-goal,5v4
350598,missed-shot,5v4
350602,goal,5v5
350608,goal,5v5
350615,shot-on-goal,5v5
350617,shot-on-goal,5v5
350618,goal,5v5
350628,missed-shot,Other
350641,missed-shot,5v5
350644,shot-on-goal,5v5
350645,shot-on-goal,5v5
350650,shot-on-goal,5v5
350654,missed-shot,5v5
350656,shot-on-goal,5v5
350662,shot-on-goal,5v5
350664,shot-on-goal,5v5
350668,missed-shot,5v5
350671,shot-on-goal,5v5
350675,shot-on-goal,5v5
350680,shot-on-goal,5v5
350681,shot-on-goal,5v5
350686,shot-on-goal,5v5
350689,missed-shot,5v5
350691,missed-shot,5v5
350696,missed-shot,5v5
350697,shot-on-goal,5v5
350704,shot-on-goal,5v4
350707,shot-on-goal,4v5
350710,shot-on-goal,5v5
350711,missed-shot,5v5
350713,shot-on-goal,5v5
350727,shot-on-goal,5v5
350728,shot-on-goal,5v5
350729,goal,5v5
350733,shot-on-goal,5v4
350743,shot-on-goal,5v5
350748,shot-on-goal,5v5
350757,shot-on-goal,5v5
350760,shot-on-goal,5v5
350761,shot-on-goal,5v5
350764,missed-shot,5v5
350778,shot-on-goal,5v5
350781,missed-shot,5v5
350782,missed-shot,5v5
350783,shot-on-goal,5v5
350785,missed-shot,5v5
350789,shot-on-goal,5v4
350791,shot-on-goal,5v4
350793,shot-on-goal,5v4
350795,shot-on-goal,5v4
350796,goal,5v4
350802,shot-on-goal,5v5
350805,shot-on-goal,5v5
350807,shot-on-goal,5v5
350809,missed-shot,5v5
350810,shot-on-goal,5v5
350811,shot-on-goal,5v5
350814,shot-on-goal,5v5
350815,missed-shot,5v5
350816,shot-on-goal,5v5
350817,shot-on-goal,5v5
350818,shot-on-goal,5v5
350820,shot-on-goal,5v5
350822,shot-on-goal,5v5
350827,shot-on-goal,5v5
350828,shot-on-goal,5v5
350830,goal,5v5
350833,shot-on-goal,5v5
350837,shot-on-goal,5v5
350840,shot-on-goal,5v5
350843,shot-on-goal,5v5
350848,shot-on-goal,5v5
350855,shot-on-goal,5v5
350859,shot-on-goal,5v5
350862,missed-shot,5v5
350863,missed-shot,5v5
350865,missed-shot,5v5
350866,shot-on-goal,5v5
350870,shot-on-goal,5v5
350874,missed-shot,5v5
350876,missed-shot,5v5
350882,shot-on-goal,5v5
350883,missed-shot,5v5
350884,shot-on-goal,5v5
350888,missed-shot,5v5
350890,shot-on-goal,5v5
350894,shot-on-goal,5v4
350899,missed-shot,Other
350900,missed-shot,4v5
350901,shot-on-goal,4v5
350903,shot-on-goal,5v5
350907,shot-on-goal,5v5
350911,shot-on-goal,5v5
350914,shot-on-goal,5v5
350919,shot-on-goal,5v5
350923,shot-on-goal,Other
350927,shot-on-goal,Other
350932,shot-on-goal,Other
350934,shot-on-goal,Other
350940,shot-on-goal,5v5
350942,shot-on-goal,5v5
350946,shot-on-goal,5v5
350950,shot-on-goal,5v5
350956,shot-on-goal,5v5
350964,missed-shot,5v5
350975,missed-shot,5v4
350981,shot-on-goal,5v5
350982,shot-on-goal,5v5
350984,shot-on-goal,5v5
350985,shot-on-goal,5v5
350990,shot-on-goal,5v5
350991,missed-shot,Other
350994,shot-on-goal,5v4
350995,missed-shot,5v4
350999,missed-shot,Other
351001,missed-shot,Other
351007,missed-shot,5v5
351011,shot-on-goal,5v5
351015,shot-on-goal,5v5
351018,goal,5v5
351022,shot-on-goal,5v5
351026,goal,5v5
351030,shot-on-goal,5v5
351031,shot-on-goal,5v5
351034,shot-on-goal,5v5
351036,shot-on-goal,5v5
351038,shot-on-goal,5v5
351040,shot-on-goal,5v5
351042,shot-on-goal,5v5
351045,shot-on-goal,5v5
351047,shot-on-goal,5v5
351051,shot-on-goal,5v5
351054,shot-on-goal,5v5
351058,shot-on-goal,5v5
351059,shot-on-goal,5v5
351060,shot-on-goal,5v5
351074,shot-on-goal,5v4
351076,shot-on-goal,5v5
351077,shot-on-goal,5v5
351079,missed-shot,5v5
351082,shot-on-goal,5v5
351089,shot-on-goal,5v4
351090,shot-on-goal,5v4
351094,shot-on-goal,5v5
351106,goal,5v5
351110,missed-shot,5v5
351111,shot-on-goal,5v5
351118,shot-on-goal,5v5
351123,missed-shot,5v5
351125,missed-shot,5v5
351129,shot-on-goal,5v5
351131,shot-on-goal,5v5
351134,missed-shot,5v5
351136,shot-on-goal,5v5
351143,shot-on-goal,5v5
351144,shot-on-goal,5v5
351145,shot-on-goal,5v5
351151,shot-on-goal,5v4
351153,missed-shot,5v4
351162,shot-on-goal,5v5
351164,goal,5v5
351168,shot-on-goal,5v5
351170,goal,5v5
351178,shot-on-goal,5v5
351189,shot-on-goal,Other
351195,shot-on-goal,Other
351202,shot-on-goal,5v5
351204,missed-shot,5v5
351208,shot-on-goal,5v5
351214,shot-on-goal,5v5
351221,shot-on-goal,5v5
351226,shot-on-goal,5v5
351227,shot-on-goal,5v5
351229,shot-on-goal,5v5
351232,missed-shot,5v5
351234,missed-shot,5v5
351235,missed-shot,5v5
351236,goal,5v5
351242,shot-on-goal,5v4
351243,missed-shot,5v4
351246,shot-on-goal,5v4
351248,missed-shot,5v4
351249,goal,5v4
351263,shot-on-goal,5v4
351264,missed-shot,5v4
351269,shot-on-goal,5v5
351273,shot-on-goal,5v5
351274,missed-shot,5v5
351280,shot-on-goal,5v5
351282,missed-shot,5v5
351284,shot-on-goal,5v5
351285,missed-shot,5v5
351286,missed-shot,5v5
351288,shot-on-goal,5v5
351292,missed-shot,5v4
351293,shot-on-goal,5v4
351296,shot-on-goal,5v4
351305,shot-on-goal,5v5
351307,missed-shot,5v5
351308,shot-on-goal,5v5
351310,shot-on-goal,5v5
351312,missed-shot,5v5
351314,missed-shot,5v5
351318,shot-on-goal,5v5
351325,shot-on-goal,5v5
351328,missed-shot,5v5
351331,shot-on-goal,5v5
351334,missed-shot,5v5
351337,shot-on-goal,5v5
351338,shot-on-goal,5v5
351339,shot-on-goal,5v5
351342,shot-on-goal,5v5
351346,missed-shot,5v5
351349,shot-on-goal,5v5
351350,shot-on-goal,5v5
351352,shot-on-goal,5v5
351367,shot-on-goal,5v4
351368,goal,5v5
351375,shot-on-goal,5v5
351376,missed-shot,5v5
351377,missed-shot,5v5
351378,goal,5v5
351383,shot-on-goal,5v5
351384,shot-on-goal,5v5
351387,shot-on-goal,5v5
351398,shot-on-goal,5v4
351401,missed-shot,5v5
351402,shot-on-goal,5v5
351403,missed-shot,5v5
351404,shot-on-goal,5v5
351406,shot-on-goal,5v5
351407,shot-on-goal,5v5
351411,shot-on-goal,5v5
351413,shot-on-goal,5v5
351415,shot-on-goal,5v5
351419,missed-shot,5v5
351425,missed-shot,5v5
351426,shot-on-goal,5v5
351428,shot-on-goal,5v5
351429,shot-on-goal,5v5
351430,shot-on-goal,5v5
351434,shot-on-goal,5v5
351435,shot-on-goal,5v5
351436,missed-shot,5v5
351440,missed-shot,5v5
351445,missed-shot,5v5
351446,shot-on-goal,5v5
351456,shot-on-goal,5v5
351459,goal,5v5
351467,shot-on-goal,5v5
351474,missed-shot,5v5
351475,missed-shot,5v5
351476,shot-on-goal,5v5
351480,shot-on-goal,5v5
351481,missed-shot,5v5
351482,shot-on-goal,5v5
351485,shot-on-goal,5v5
351490,shot-on-goal,Other
351501,shot-on-goal,5v5
351504,missed-shot,5v5
351506,shot-on-goal,5v5
351510,shot-on-goal,5v5
351512,shot-on-goal,5v5
351518,shot-on-goal,Other
351522,shot-on-goal,5v4
351524,goal,5v4
351532,shot-on-goal,5v5
351537,shot-on-goal,5v5
351541,shot-on-goal,5v5
351542,shot-on-goal,5v5
351545,shot-on-goal,5v5
351548,missed-shot,5v5
351549,goal,5v5
351553,missed-shot,5v5
351555,missed-shot,5v5
351559,missed-shot,5v5
351566,missed-shot,5v5
351573,missed-shot,5v5
351577,shot-on-goal,5v5
351581,shot-on-goal,5v5
351584,missed-shot,5v4
351587,shot-on-goal,5v4
351589,missed-shot,5v4
351591,shot-on-goal,5v4
351592,goal,5v4
351602,shot-on-goal,5v5
351605,missed-shot,5v5
351607,shot-on-goal,5v5
351616,shot-on-goal,5v5
351619,shot-on-goal,5v5
351622,missed-shot,5v5
351625,shot-on-goal,5v5
351627,shot-on-goal,5v5
351631,shot-on-goal,5v5
351633,missed-shot,5v5
351638,shot-on-goal,5v5
351641,shot-on-goal,5v5
351642,shot-on-goal,5v5
351645,missed-shot,5v5
351647,shot-on-goal,5v5
351648,goal,5v5
351656,shot-on-goal,5v5
351657,shot-on-goal,5v5
351661,shot-on-goal,5v4
351664,shot-on-goal,5v4
351672,shot-on-goal,5v5
351674,shot-on-goal,5v5
351676,shot-on-goal,5v5
351682,missed-shot,5v5
351684,goal,5v5
351686,missed-shot,5v5
351688,missed-shot,5v5
351699,missed-shot,5v4
351701,shot-on-goal,5v4
351707,shot-on-goal,5v4
351708,shot-on-goal,5v4
351710,missed-shot,5v4
351711,missed-shot,5v5
351715,shot-on-goal,5v5
351717,shot-on-goal,5v5
351719,shot-on-goal,5v5
351722,shot-on-goal,5v5
351724,missed-shot,5v5
351726,shot-on-goal,5v5
351735,shot-on-goal,5v5
351736,shot-on-goal,5v5
351740,shot-on-goal,5v5
351742,shot-on-goal,5v5
351753,shot-on-goal,5v5
351754,goal,5v5
351759,missed-shot,5v5
351762,shot-on-goal,5v5
351764,missed-shot,5v5
351771,missed-shot,Other
351781,shot-on-goal,5v5
351785,shot-on-goal,5v5
351789,shot-on-goal,5v5
351793,goal,5v5
351795,shot-on-goal,5v5
351799,shot-on-goal,5v5
351801,shot-on-goal,5v5
351802,shot-on-goal,5v5
351803,shot-on-goal,5v5
351804,shot-on-goal,5v5
351808,missed-shot,5v5
351815,missed-shot,5v4
351821,goal,5v4
351824,shot-on-goal,5v5
351830,missed-shot,5v5
351831,goal,5v5
351835,shot-on-goal,5v4
351836,missed-shot,5v4
351837,shot-on-goal,4v5
351845,missed-shot,5v5
351847,shot-on-goal,5v5
351849,shot-on-goal,5v5
351853,shot-on-goal,4v5
351855,missed-shot,4v5
351859,shot-on-goal,5v4
351860,shot-on-goal,5v4
351864,missed-shot,5v5
351866,shot-on-goal,5v5
351871,shot-on-goal,5v5
351872,shot-on-goal,5v5
351875,missed-shot,5v4
351877,shot-on-goal,5v4
351878,shot-on-goal,5v4
351880,shot-on-goal,5v5
351882,missed-shot,5v5
351884,shot-on-goal,5v5
351888,shot-on-goal,5v5
351889,shot-on-goal,5v5
351890,shot-on-goal,5v5
351894,shot-on-goal,5v5
351897,missed-shot,5v5
351900,missed-shot,5v5
351903,missed-shot,5v5
351905,missed-shot,5v5
351907,missed-shot,5v5
351913,shot-on-goal,5v5
351915,shot-on-goal,5v5
351918,shot-on-goal,5v5
351920,shot-on-goal,5v5
351921,shot-on-goal,5v5
351922,missed-shot,5v5
351925,shot-on-goal,5v5
351927,shot-on-goal,5v5
351930,missed-shot,5v5
351935,shot-on-goal,4v5
351937,missed-shot,5v4
351938,shot-on-goal,5v4
351941,shot-on-goal,5v4
351943,shot-on-goal,5v5
351945,shot-on-goal,5v5
351948,shot-on-goal,5v4
351949,shot-on-goal,5v4
351952,shot-on-goal,4v5
351956,shot-on-goal,5v5
351960,shot-on-goal,5v5
351964,shot-on-goal,5v4
351967,shot-on-goal,5v4
351971,missed-shot,5v4
351972,shot-on-goal,5v4
351976,shot-on-goal,5v5
351978,shot-on-goal,5v5
351980,shot-on-goal,5v5
351982,shot-on-goal,5v5
351985,shot-on-goal,5v5
351992,shot-on-goal,5v5
351994,shot-on-goal,5v5
351996,missed-shot,5v5
351998,shot-on-goal,5v5
352002,shot-on-goal,5v5
352005,shot-on-goal,5v5
352015,shot-on-goal,5v5
352017,shot-on-goal,5v5
352022,goal,5v5
352025,shot-on-goal,5v5
352028,shot-on-goal,5v5
352033,shot-on-goal,5v5
352036,shot-on-goal,5v4
352037,shot-on-goal,5v4
352038,missed-shot,5v4
352039,shot-on-goal,5v4
352040,shot-on-goal,5v4
352044,shot-on-goal,5v5
352047,shot-on-goal,5v4
352048,shot-on-goal,5v4
352051,shot-on-goal,4v5
352052,shot-on-goal,5v4
352053,goal,5v4
352056,shot-on-goal,5v5
352057,shot-on-goal,5v5
352058,shot-on-goal,5v5
352059,shot-on-goal,5v5
352061,shot-on-goal,5v5
352062,shot-on-goal,5v5
352063,shot-on-goal,5v5
352066,shot-on-goal,5v5
352072,shot-on-goal,5v5
352079,shot-on-goal,5v5
352081,missed-shot,5v5
352083,shot-on-goal,5v5
352088,missed-shot,5v5
352092,shot-on-goal,5v5
352097,missed-shot,5v5
352101,shot-on-goal,5v5
352104,shot-on-goal,5v5
352108,shot-on-goal,5v5
352109,shot-on-goal,5v5
352114,shot-on-goal,5v5
352116,shot-on-goal,5v5
352118,shot-on-goal,5v5
352120,shot-on-goal,5v5
352121,shot-on-goal,5v5
352126,shot-on-goal,5v5
352138,missed-shot,5v5
352140,shot-on-goal,5v5
352142,shot-on-goal,5v5
352145,missed-shot,5v5
352151,shot-on-goal,5v5
352153,missed-shot,5v5
352155,shot-on-goal,5v5
352159,shot-on-goal,5v5
352164,shot-on-goal,5v5
352165,missed-shot,5v5
352170,shot-on-goal,5v5
352175,shot-on-goal,5v4
352179,shot-on-goal,5v5
352180,missed-shot,5v5
352186,missed-shot,5v5
352188,missed-shot,5v5
352195,shot-on-goal,4v5
352198,shot-on-goal,Other
352200,missed-shot,Other
352204,shot-on-goal,Other
352207,shot-on-goal,5v5
352212,shot-on-goal,5v5
352214,shot-on-goal,5v5
352221,shot-on-goal,5v5
352222,shot-on-goal,5v5
352223,goal,5v5
352225,shot-on-goal,5v5
352227,shot-on-goal,5v5
352229,shot-on-goal,5v5
352231,shot-on-goal,5v5
352234,missed-shot,5v5
352236,shot-on-goal,5v5
352238,shot-on-goal,5v5
352241,missed-shot,5v5
352247,missed-shot,5v5
352256,missed-shot,5v5
352257,shot-on-goal,5v5
352259,shot-on-goal,5v5
352260,shot-on-goal,5v5
352261,shot-on-goal,5v5
352264,missed-shot,5v5
352265,shot-on-goal,5v5
352267,shot-on-goal,5v5
352275,missed-shot,5v5
352282,goal,5v4
352287,shot-on-goal,5v5
352299,shot-on-goal,Other
352300,shot-on-goal,Other
352301,missed-shot,Other
352302,missed-shot,Other
352305,shot-on-goal,5v5
352308,shot-on-goal,5v5
352310,missed-shot,5v5
352312,missed-shot,5v5
352314,shot-on-goal,5v5
352318,shot-on-goal,5v5
352323,shot-on-goal,5v5
352327,shot-on-goal,4v5
352328,missed-shot,4v5
352335,shot-on-goal,5v4
352336,shot-on-goal,5v4
352338,shot-on-goal,4v5
352340,missed-shot,5v4
352343,missed-shot,5v5
352346,missed-shot,5v5
352347,missed-shot,5v5
352349,missed-shot,Other
352358,missed-shot,Other
352359,shot-on-goal,Other
352374,shot-on-goal,5v4
352375,shot-on-goal,5v4
352378,shot-on-goal,5v4
352379,missed-shot,5v4
352380,missed-shot,5v4
352381,shot-on-goal,5v4
352382,goal,5v4
352393,shot-on-goal,5v4
352394,goal,5v4
352397,missed-shot,5v5
352401,shot-on-goal,5v5
352413,shot-on-goal,5v5
352418,missed-shot,5v5
352420,missed-shot,5v5
352429,shot-on-goal,5v5
352436,shot-on-goal,5v5
352438,shot-on-goal,5v5
352443,shot-on-goal,5v5
352444,missed-shot,5v5
352445,missed-shot,5v5
352449,shot-on-goal,5v5
352450,shot-on-goal,5v5
352453,shot-on-goal,5v5
352454,missed-shot,5v5
352464,shot-on-goal,5v5
352467,shot-on-goal,5v5
352469,goal,5v5
352474,missed-shot,5v5
352475,shot-on-goal,5v5
352476,goal,5v5
352484,missed-shot,5v5
352492,shot-on-goal,5v4
352495,shot-on-goal,5v5
352496,goal,5v5
352498,shot-on-goal,5v5
352500,shot-on-goal,5v5
352502,missed-shot,5v5
352505,shot-on-goal,5v5
352509,shot-on-goal,5v4
352510,shot-on-goal,5v4
352513,missed-shot,5v5
352518,missed-shot,5v5
352520,shot-on-goal,5v5
352521,shot-on-goal,5v5
352522,missed-shot,5v5
352523,shot-on-goal,5v5
352527,missed-shot,5v4
352538,shot-on-goal,5v4
352543,missed-shot,5v4
352550,missed-shot,5v5
352564,missed-shot,5v5
352568,shot-on-goal,5v4
352569,missed-shot,5v4
352573,shot-on-goal,4v5
352576,missed-shot,4v5
352577,shot-on-goal,5v5
352579,shot-on-goal,5v5
352580,shot-on-goal,5v5
352587,shot-on-goal,5v5
352591,missed-shot,5v5
352594,missed-shot,5v5
352600,shot-on-goal,5v5
352602,shot-on-goal,5v5
352605,missed-shot,5v5
352610,shot-on-goal,5v5
352612,shot-on-goal,5v5
352614,goal,5v5
352617,shot-on-goal,5v5
352622,shot-on-goal,5v5
352623,missed-shot,5v5
352626,goal,5v5
352628,shot-on-goal,5v5
352629,shot-on-goal,Other
352634,shot-on-goal,5v5
352637,shot-on-goal,5v5
352643,missed-shot,5v5
352645,shot-on-goal,5v5
352646,goal,5v5
352651,shot-on-goal,5v5
352657,shot-on-goal,5v5
352658,missed-shot,5v5
352665,shot-on-goal,5v5
352669,shot-on-goal,5v4
352670,missed-shot,5v4
352671,missed-shot,5v4
352673,shot-on-goal,5v4
352674,missed-shot,5v4
352681,shot-on-goal,5v5
352685,shot-on-goal,5v5
352688,shot-on-goal,5v5
352690,shot-on-goal,5v5
352693,shot-on-goal,5v5
352694,shot-on-goal,5v5
352700,shot-on-goal,5v5
352702,shot-on-goal,5v5
352703,shot-on-goal,5v5
352706,shot-on-goal,5v5
352708,shot-on-goal,5v5
352709,shot-on-goal,5v5
352715,missed-shot,5v5
352718,shot-on-goal,5v5
352723,shot-on-goal,5v5
352734,shot-on-goal,4v5
352737,shot-on-goal,5v5
352743,shot-on-goal,5v5
352744,missed-shot,5v5
352746,shot-on-goal,5v5
352748,shot-on-goal,5v5
352750,missed-shot,5v5
352751,shot-on-goal,5v5
352754,shot-on-goal,5v5
352756,goal,5v5
352759,missed-shot,5v5
352762,shot-on-goal,5v5
352765,shot-on-goal,5v5
352769,shot-on-goal,5v5
352771,missed-shot,5v5
352774,missed-shot,5v5
352782,missed-shot,5v4
352784,shot-on-goal,5v4
352785,shot-on-goal,5v4
352786,shot-on-goal,5v4
352788,shot-on-goal,5v5
352789,shot-on-goal,5v5
352792,shot-on-goal,5v5
352803,shot-on-goal,5v5
352807,shot-on-goal,5v5
352808,shot-on-goal,5v5
352812,shot-on-goal,5v4
352814,missed-shot,5v5
352823,shot-on-goal,5v5
352825,shot-on-goal,5v5
352826,shot-on-goal,5v5
352827,shot-on-goal,5v5
352831,missed-shot,5v5
352834,missed-shot,5v5
352839,shot-on-goal,5v5
352842,shot-on-goal,5v5
352843,shot-on-goal,5v5
352851,goal,5v5
352856,missed-shot,5v4
352858,missed-shot,5v4
352859,shot-on-goal,5v4
352869,shot-on-goal,5v5
352872,missed-shot,5v5
352873,shot-on-goal,5v5
352876,shot-on-goal,5v5
352880,shot-on-goal,5v5
352882,shot-on-goal,5v5
352887,shot-on-goal,5v5
352889,shot-on-goal,5v5
352891,shot-on-goal,5v5
352893,shot-on-goal,Other
352894,shot-on-goal,Other
352900,missed-shot,5v5
352901,shot-on-goal,5v5
352914,shot-on-goal,5v5
352915,missed-shot,5v5
352916,shot-on-goal,5v5
352920,shot-on-goal,5v5
352921,shot-on-goal,5v5
352925,shot-on-goal,5v5
352928,shot-on-goal,5v5
352930,shot-on-goal,5v5
352931,missed-shot,5v5
352938,missed-shot,5v5
352944,shot-on-goal,5v4
352946,shot-on-goal,5v4
352949,missed-shot,5v4
352950,missed-shot,5v5
352951,shot-on-goal,5v5
352954,shot-on-goal,5v4
352961,shot-on-goal,5v4
352964,missed-shot,5v4
352967,shot-on-goal,5v5
352970,missed-shot,5v5
352972,shot-on-goal,5v5
352987,shot-on-goal,5v5
352991,shot-on-goal,5v5
352998,goal,5v5
353000,shot-on-goal,5v5
353006,shot-on-goal,5v5
353007,missed-shot,5v5
353011,shot-on-goal,5v5
353023,shot-on-goal,5v5
353025,missed-shot,5v5
353028,shot-on-goal,5v5
353036,shot-on-goal,5v5
353039,shot-on-goal,5v5
353041,shot-on-goal,5v5
353042,shot-on-goal,5v5
353044,shot-on-goal,5v5
353045,missed-shot,5v5
353046,shot-on-goal,5v5
353049,shot-on-goal,5v4
353050,shot-on-goal,5v4
353052,missed-shot,5v4
353053,shot-on-goal,5v4
353055,shot-on-goal,5v5
353056,shot-on-goal,5v5
353058,shot-on-goal,5v5
353060,shot-on-goal,5v5
353061,shot-on-goal,5v5
353076,shot-on-goal,5v5
353079,shot-on-goal,5v5
353080,shot-on-goal,5v5
353081,missed-shot,5v5
353093,shot-on-goal,5v5
353094,shot-on-goal,5v5
353096,missed-shot,5v5
353098,shot-on-goal,5v5
353100,shot-on-goal,5v5
353102,shot-on-goal,5v5
353104,shot-on-goal,5v5
353105,shot-on-goal,5v5
353109,missed-shot,5v5
353111,shot-on-goal,5v5
353115,missed-shot,5v5
353119,shot-on-goal,5v5
353120,goal,5v5
353123,missed-shot,5v5
353124,shot-on-goal,5v5
353125,missed-shot,5v5
353132,shot-on-goal,5v5
353133,missed-shot,5v5
353134,shot-on-goal,5v5
353137,shot-on-goal,5v5
353144,goal,5v5
353146,shot-on-goal,5v5
353147,goal,5v5
353150,shot-on-goal,5v5
353152,goal,5v5
353156,missed-shot,5v5
353160,goal,5v5
353163,missed-shot,5v5
353165,shot-on-goal,5v5
353170,shot-on-goal,5v5
353171,shot-on-goal,5v5
353175,shot-on-goal,5v5
353180,goal,5v5
353183,missed-shot,Other
353185,shot-on-goal,Other
353186,shot-on-goal,Other
353197,shot-on-goal,5v5
353206,shot-on-goal,5v5
353212,missed-shot,5v5
353218,shot-on-goal,5v5
353221,missed-shot,5v5
353222,missed-shot,5v5
353223,shot-on-goal,5v5
353225,shot-on-goal,5v5
353226,missed-shot,5v5
353228,missed-shot,5v5
353231,missed-shot,5v5
353241,shot-on-goal,5v5
353247,shot-on-goal,5v5
353248,shot-on-goal,5v5
353249,missed-shot,5v5
353250,shot-on-goal,5v5
353258,missed-shot,5v5
353268,missed-shot,5v5
353272,shot-on-goal,5v5
353273,shot-on-goal,5v5
353274,missed-shot,5v5
353277,shot-on-goal,5v5
353281,shot-on-goal,5v4
353282,shot-on-goal,5v4
353285,shot-on-goal,5v4
353288,shot-on-goal,5v4
353293,missed-shot,5v5
353294,shot-on-goal,5v5
353296,shot-on-goal,5v5
353304,shot-on-goal,5v5
353305,shot-on-goal,5v5
353308,shot-on-goal,5v5
353311,shot-on-goal,5v5
353313,shot-on-goal,5v5
353315,missed-shot,5v5
353317,shot-on-goal,5v5
353318,shot-on-goal,5v5
353324,shot-on-goal,5v5
353325,shot-on-goal,5v5
353329,shot-on-goal,5v5
353330,shot-on-goal,5v5
353331,shot-on-goal,5v5
353333,shot-on-goal,5v5
353336,shot-on-goal,5v5
353349,shot-on-goal,5v5
353353,shot-on-goal,5v4
353355,missed-shot,5v4
353356,shot-on-goal,5v4
353357,shot-on-goal,5v4
353366,missed-shot,5v4
353367,shot-on-goal,5v4
353369,shot-on-goal,5v5
353374,shot-on-goal,4v5
353375,missed-shot,5v4
353377,shot-on-goal,5v5
353378,goal,5v5
353385,missed-shot,5v5
353388,shot-on-goal,5v4
353389,goal,5v4
353392,shot-on-goal,5v5
353396,shot-on-goal,5v4
353404,missed-shot,5v5
353407,shot-on-goal,5v5
353411,shot-on-goal,5v5
353413,missed-shot,5v5
353414,shot-on-goal,5v5
353415,goal,5v5
353417,shot-on-goal,5v5
353422,shot-on-goal,5v4
353424,shot-on-goal,5v4
353426,shot-on-goal,5v4
353427,missed-shot,5v4
353430,shot-on-goal,5v5
353431,shot-on-goal,5v5
353435,shot-on-goal,5v5
353437,shot-on-goal,5v5
353443,missed-shot,5v5
353445,shot-on-goal,5v5
353448,shot-on-goal,5v5
353453,missed-shot,5v5
353460,missed-shot,Other
353462,missed-shot,Other
353465,missed-shot,Other
353468,missed-shot,5v5
353472,shot-on-goal,5v5
353473,missed-shot,5v5
353474,shot-on-goal,5v5
353475,goal,5v5
353486,shot-on-goal,5v4
353487,shot-on-goal,5v4
353489,shot-on-goal,5v4
353498,shot-on-goal,5v5
353503,shot-on-goal,5v5
353505,missed-shot,5v5
353511,shot-on-goal,5v5
353513,shot-on-goal,5v5
353515,missed-shot,5v5
353517,shot-on-goal,5v5
353519,missed-shot,5v5
353526,shot-on-goal,5v5
353529,goal,5v4
353540,shot-on-goal,Other
353542,shot-on-goal,Other
353553,shot-on-goal,5v4
353557,missed-shot,5v4
353559,missed-shot,5v4
353562,shot-on-goal,Other
353568,missed-shot,5v4
353571,missed-shot,5v5
353581,missed-shot,5v5
353583,shot-on-goal,5v5
353591,shot-on-goal,5v5
353593,shot-on-goal,5v5
353594,missed-shot,5v5
353595,shot-on-goal,5v5
353597,shot-on-goal,5v5
353608,shot-on-goal,5v5
353609,shot-on-goal,5v5
353616,shot-on-goal,5v5
353617,goal,5v5
353622,missed-shot,5v5
353623,shot-on-goal,5v5
353624,missed-shot,5v5
353626,missed-shot,5v5
353627,shot-on-goal,5v5
353631,shot-on-goal,5v5
353633,shot-on-goal,5v5
353636,missed-shot,5v5
353644,shot-on-goal,5v5
353646,missed-shot,5v5
353648,shot-on-goal,5v5
353654,shot-on-goal,5v5
353656,shot-on-goal,5v5
353660,missed-shot,5v5
353661,shot-on-goal,5v5
353662,missed-shot,5v5
353668,missed-shot,5v5
353672,missed-shot,5v5
353674,shot-on-goal,5v5
353675,goal,5v5
353679,goal,5v5
353681,shot-on-goal,5v5
353694,shot-on-goal,5v5
353698,missed-shot,5v5
353706,shot-on-goal,5v5
353708,shot-on-goal,5v5
353711,shot-on-goal,5v5
353713,shot-on-goal,Other
353714,shot-on-goal,Other
353717,shot-on-goal,5v4
353718,missed-shot,5v4
353728,shot-on-goal,5v5
353730,shot-on-goal,5v5
353740,shot-on-goal,5v5
353741,shot-on-goal,5v5
